	url	text	id	dot	title	published	date_raw
3622	http://neurostars.org/p/3622/	 I would like to do an HDR convolution on an event file and then be given just the regressor. I do not want that regressor to be immediately put in to a matrix file. For a PPI analysis, I need to do some post precessing on it before it goes in to the design matrix. How do I *just* do a HDR convolution and then see the resulting vector? Thanks, Dalton 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_152320550e5:3bcf23f:b18dfa55	first-story	Just do an FSL HDR convolution	Mon, 11 Jan 2016 18:45:22 GMT	published:Mon, 11 Jan 2016 18:45:22 GMT -- Received: Mon, 11 Jan 2016 18:49:15 GMT
3617	http://neurostars.org/p/3617/	 I've run a bunch of different models in the same pipeline be using different collections of event files. Most of them are fine, but for one of the models I get this error when combining across subjects : WARNING: The passed in varcope file, /data/WorkingDir/Model_004_S/MFX/MasterWorkfow/_con _17/varcopemerge/varcope1_merged.nii.gz, contains voxels inside the mask with zero (or negative) values. T	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15210849858:80a326:11a027f8	first-story	varcope = 0 in some places	Tue, 05 Jan 2016 06:22:49 GMT	published:Tue, 05 Jan 2016 06:22:49 GMT -- Received: Tue, 05 Jan 2016 06:41:11 GMT
3615	http://neurostars.org/p/3615/	 Hey Nipype Folks, Weird question: does anyone know of a way to fool a Nipype node in the working directory into thinking it has been completed upon a subsequent run? The situation is a nipype pipeline breaks on an interface. A manual fix is inserted into the broken interface's folder. I want the rest of the pipeline to run from there onward thinking that interace worked fine. Thoughts? Ideas? Tha	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1520e95ea54:367eb08:48f117c4	first-story	Fooling a Nipype node into thinking it's complete?	Mon, 04 Jan 2016 20:00:21 GMT	published:Mon, 04 Jan 2016 20:00:21 GMT -- Received: Mon, 04 Jan 2016 21:40:51 GMT
3614	http://neurostars.org/p/3614/	Hi all and a happy, healthy new year! I am trying to get at the actual voxel values from a searchlight. Currently I am starting from the nilearn searchlight example because their code is so clean and well-documented :-) However, my goal is not to run a category decoding (using e.g. a Y-vector containing face/house labels), but more similar to representational similarity analysis. In short, I want 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1520df11450:3326cd4:48f117c4	first-story	Getting at searchlight values	Mon, 04 Jan 2016 17:48:25 GMT	published:Mon, 04 Jan 2016 17:48:25 GMT -- Received: Mon, 04 Jan 2016 18:40:49 GMT
3612	http://neurostars.org/p/3612/	 I have a good whole brain GLM pipeline, but I need to make event files for a PPI analysis. Are there any pipelines I could use as a template? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_152096e2abb:1f0d5a0:1ba91209	first-story	FSL PPI eventfiels	Sun, 03 Jan 2016 19:31:59 GMT	published:Sun, 03 Jan 2016 19:31:59 GMT -- Received: Sun, 03 Jan 2016 21:39:20 GMT
3611	http://neurostars.org/p/3611/	WATCH ~ Alvin and the Chipmunks: The Road Chip (2015) ~ : CLICK BELOW TO WATCH FULL MOVIE HD 1080P: ============================================= CLICK HERE >>> http://tinyurl.com/qg2vgdt CLICK HERE >>> http://tinyurl.com/qg2vgdt ============================================ Tag: Watch Alvin and the Chipmunks: The Road Chip (2015) Online Box Office Watch Alvin and the Chipmunks: The Road Chip (2015	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151c522212b:74c076:33c701d4	first-story	[$$-1080p-$$] Watch Alvin and the Chipmunks: The Road Chip/movie HD	Mon, 21 Dec 2015 13:29:39 GMT	published:Mon, 21 Dec 2015 13:29:39 GMT -- Received: Mon, 21 Dec 2015 15:22:07 GMT
3608	http://neurostars.org/p/3608/	" [ uFo-12 ] Watch Star Wars The Force Awakens -- In a future where the population is divided by personality types, one woman branded ""Watch Star Wars The Force Awakens "" uncovers a conspiracy to eliminate all who bear her misfit . Watch Star Wars The Force Awakens Online Free on your computer in high definition quality without even having to spend a dime. ===============FREE SIGN UP or DOWNLOAD==="	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151c522212b:74c075:33c701d4	first-story	Forum: [ VIOzz-o0o ] Star Wars: The Force Awakens full movie HD-2015	Mon, 21 Dec 2015 13:16:39 GMT	published:Mon, 21 Dec 2015 13:16:39 GMT -- Received: Mon, 21 Dec 2015 15:22:07 GMT
3605	http://neurostars.org/p/3605/	"Hi Nipype folks: I'm trying to use C-PAC for neuroimaging analysis, and it makes calls to portalocker.py. This routine calls fcntl.flock(...), which I gather means using f-lock processing. This doesn't work in our system, where we have NFS v3 and v4 in use (depending on server). When you run it, you get lock exception 37 (""no lock available""). Various web commentators suggest using fctnl locking i"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151a81fae88:2399b04:1ba91209	first-story	Lock acquisition with portalocker.py	Tue, 15 Dec 2015 22:02:26 GMT	published:Tue, 15 Dec 2015 22:02:26 GMT -- Received: Wed, 16 Dec 2015 00:10:27 GMT
3601	http://neurostars.org/p/3601/	" Hello astrocytes, As some of you might have noticed, we had a brief Spam outbreak over the last weeks. Thanks to Istvan and others who raised the issue, we have now identified the issue and proceeded to close new Email Signups. If you are a new user and still want to login via your personal email (instead of via ""social"" accounts), please make sure you use Mozilla Persona. Best regards, Sentient "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151a0fedd40:57a0ae8:3534b282	first-story	Forum: Email sign up closed temporarily	Mon, 14 Dec 2015 13:26:38 GMT	published:Mon, 14 Dec 2015 13:26:38 GMT -- Received: Mon, 14 Dec 2015 14:57:16 GMT
3600	http://neurostars.org/p/3600/	 The first scene of “Krampus” features the abominable hordes descending on the hapless employees of a mega-mart during Christmas season, pushing and shoving and biting their way toward flat-screen TVs and stuffed animals with feral mercilessness. I kind of hoped one of the stock boys would mutate into the holiday demon and trap the grunting, heaving shoppers inside the store like some sort of purg	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151960b0017:268b472:3534b282	first-story	Forum: (Stefania LaVie Owen), preoccupied with boy issues	Sat, 12 Dec 2015 11:31:42 GMT	published:Sat, 12 Dec 2015 11:31:42 GMT -- Received: Sat, 12 Dec 2015 11:54:42 GMT
3599	http://neurostars.org/p/3599/	 The long run will depend on how other competitors such as The Revenant perform with critics and award groups, and how much of the adult audience they peel away from The Big Short. Since this one is more about prestige than black ink, and since it’s $28 million budget and modest marketing mean the bar for acceptable box office performance isn’t set too high, there should be plenty of reason to exp	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151960b0017:268b471:3534b282	first-story	Tutorial: The Big Short Movie Online	Sat, 12 Dec 2015 09:19:10 GMT	published:Sat, 12 Dec 2015 09:19:10 GMT -- Received: Sat, 12 Dec 2015 11:54:42 GMT
3598	http://neurostars.org/p/3598/	 Hemsworth is best when he’s by himself — either barking orders or doing something physical. Of all the actors he shares scenes with, it’s Cillian Murphy as his second mate who brings out something resembling emotion. But we never really care about the lead, so there’s little hope that we’ll be interested in the rest of the men once it becomes solely about survival. http://ibt.mcu.edu.tw/in-the-he	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151922d1bfb:14e513d:3534b282	first-story	Forum: A ladder to cut free a tangled sail	Fri, 11 Dec 2015 15:22:40 GMT	published:Fri, 11 Dec 2015 15:22:40 GMT -- Received: Fri, 11 Dec 2015 17:53:28 GMT
3596	http://neurostars.org/p/3596/	 http://www.peoplememory.com/groups/vigaz-in-the-heart-of-the-sea-online-free-1080p Watch In the Heart of the Sea , Watch In the Heart of the Sea 2015 Full Movie Online, Watch In the Heart of the Sea Cop 2 2015 Full Movie , Watch In the Heart of the Sea Online ,Download , Watch In the Heart of the Sea Full Movie , Watch In the Heart of the Sea Online , Watch In the Heart of the Sea Film ,, Watch I	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15190e2aaa1:d24123:48f117c4	first-story	999IVEWRS In the Heart of the Sea Online Free 1080p HDRip	Fri, 11 Dec 2015 11:02:54 GMT	published:Fri, 11 Dec 2015 11:02:54 GMT -- Received: Fri, 11 Dec 2015 11:52:32 GMT
3590	http://neurostars.org/p/3590/	 I would like to be able to split my workflow deending on a set of values or outputs produced by a node. A MapNode will not do - because I do not want the workflow to converge right after the node where I split it. I want it to stay split and give me different outputs which I can compare. It seems this request was quite aptly described here as well: https://groups.google.com/forum/#!msg/nipy-user/	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15188753212:372c10d:48f117c4	first-story	iterables input from node	Wed, 09 Dec 2015 19:41:22 GMT	published:Wed, 09 Dec 2015 19:41:22 GMT -- Received: Wed, 09 Dec 2015 20:36:00 GMT
3585	http://neurostars.org/p/3585/	 Hello all, I have what I hope is an easy question w.r.t extracting header info from 4D NIFTI files being processed in a Nipype pipeline. I'm pulling a 4D NIFTI from XNAT (via custom source node), splitting it up into 3D files, and feeding it to SPM preprocessing nodes. I need to know how many 3D files are in the 4D (it can vary) but I haven't found an straight-forward 'nipype'-ey way of determini	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15183ed175d:1df9ad6:48f117c4	first-story	Accessing NIFTI header info at runtime in Nipype pipeline	Tue, 08 Dec 2015 21:34:37 GMT	published:Tue, 08 Dec 2015 21:34:37 GMT -- Received: Tue, 08 Dec 2015 23:28:52 GMT
3584	http://neurostars.org/p/3584/	 Dear Forum, I am trying to normalize my structural/functional data via Dartel (SPM12). I would like to 'dartel' the data to the ixi templates provided as part of the vbm toolbox. However, I could only find a way to create own templates from the segmented structurals, which I heard is prone to outliers, especially with sample sizes Best, Ralf. 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1517e1de450:5c8fede:a527185a	first-story	nipype run dartel (existing template)	Mon, 07 Dec 2015 18:19:24 GMT	published:Mon, 07 Dec 2015 18:19:24 GMT -- Received: Mon, 07 Dec 2015 20:24:26 GMT
3583	http://neurostars.org/p/3583/	I have been trying to use the script buildtemplateparallel.sh from ANTS with nipype. There is a nipype interface / nipype / interfaces / ants /legacy.py , which contains a wrapper for buildtemplateparallel . The problem is that there is a mistake in the interface and not all of the input options from the original ANTS function are supported. In particular, in class buildtemplateparallelInputSpec ,	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1516e8e99c0:156a3f6:3534b282	first-story	Making a template using ANTS nipype	Fri, 04 Dec 2015 19:48:26 GMT	published:Fri, 04 Dec 2015 19:48:26 GMT -- Received: Fri, 04 Dec 2015 19:53:37 GMT
3582	http://neurostars.org/p/3582/	 I would like to run the following registration script via the antsRegistration comand: antsIntroduction.sh -d 3 -r atlas.nii.gz -i struct.nii.gz -o str2qbi -m 10x10x5 I guess this should go along the lines of: antsRegistration --float --collapse-output-transforms 1 --dimensionality 3 --initial-moving-transform [ atlas.nii.gz, struct.nii.gz, 1 ] --output [str2qbi] but antsRegistration needs more p	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1516d44806b:d97111:3534b282	first-story	Convert antsIntroduction.sh call to antsRegistration and WarpTimeSeriesImageMultiTransform to antsApplytransforms	Fri, 04 Dec 2015 13:47:04 GMT	published:Fri, 04 Dec 2015 13:47:04 GMT -- Received: Fri, 04 Dec 2015 13:53:04 GMT
3580	http://neurostars.org/p/3580/	Applications are invited for a postdoctoral researcher who will be in charge of a study on the representation of gustatory stimuli in the context of visual perception of food and other cues, as well as their hedonic and motivational potential. The study combines standard fMRI acquisition procedures with custom gustatory stimulation sequences. The project will be executed as a collaboration of the 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1516c9f8cf9:9b144b:a527185a	first-story	Job: Postdoc position: representation of gustatory stimuli as primary rewards	Fri, 04 Dec 2015 08:59:08 GMT	published:Fri, 04 Dec 2015 08:59:08 GMT -- Received: Fri, 04 Dec 2015 10:52:54 GMT
3578	http://neurostars.org/p/3578/	 I am trying to update mindboggle code (mindboggle.info) to migrate VTK from version 5 to version 6 according to http://www.vtk.org/Wiki/VTK/VTK_6_Migration/Removal_of_Update According to the example on that website: vtkDataObject* dobj = someAlgorithm->GetOutput(1); dobj->Update(); should become: someAlgorithm->Update(1); However, I don’t know how to deal with the following pattern: void PointAre	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15164dd12de:cf3971b:a527185a	first-story	VTK 5 to 6 migration issue	Wed, 02 Dec 2015 22:27:48 GMT	published:Wed, 02 Dec 2015 22:27:48 GMT -- Received: Wed, 02 Dec 2015 22:43:08 GMT
3576	http://neurostars.org/p/3576/	" In a newly published Neuron paper titled ""Correspondence between Resting-State Activity and Brain Gene Expression"", the authors used Fisher's exact test to investigate the cell-type specificity. But there is not any detail how to calculate this p-value. According to my background, Fisher's exact test is used for test associations between two categorical variables. So what are the two variables in"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151518667f7:6c4daf2:3534b282	first-story	Fisher's exact test in a new Neuron paper	Sun, 29 Nov 2015 03:11:13 GMT	published:Sun, 29 Nov 2015 03:11:13 GMT -- Received: Sun, 29 Nov 2015 04:35:41 GMT
3571	http://neurostars.org/p/3571/	" When people talk about ways to avoid p-hacking, they talk about ""pre-registration"". What does that mean ? "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151473018ad:3ba6244:a527185a	first-story	what is the meaning of pre-pregistration ?	Fri, 27 Nov 2015 02:30:14 GMT	published:Fri, 27 Nov 2015 02:30:14 GMT -- Received: Fri, 27 Nov 2015 04:25:13 GMT
3564	http://neurostars.org/p/3564/	 Hi, I'm trying to run a bit of a non-standard preprocessing pipeline ( https://www.dropbox.com/s/p7sd9vg5fckqbnt/graph.dot.png?dl=0 ) through SPM12 and have a problem when ever it finishes running the normalise to MNI node. In short, when I run the processing pipeline and normalisation finishes the output is deleted, except this only happens when the normalisation node is connected to another nod	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1513ce28323:4ea367:3534b282	first-story	Nipype: Deleting output after completion	Wed, 25 Nov 2015 01:36:51 GMT	published:Wed, 25 Nov 2015 01:36:51 GMT -- Received: Wed, 25 Nov 2015 04:24:16 GMT
3562	http://neurostars.org/p/3562/	 Hello All, I have been using Freesurfer from a while with its normal software available. I am trying to implement it using Nipype in Python. I have the code which is as follows: http://nipy.org/nipype/users/examples/smri_freesurfer.html I am having difficulties probably setting it up as it is getting crashed as soon as I am running it. Can anyone help me setting it up! Thank you, Pratik 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1513aecef9e:5b2515e:1ba91209	first-story	Running Freesurfer using Nipype	Tue, 24 Nov 2015 17:53:37 GMT	published:Tue, 24 Nov 2015 17:53:37 GMT -- Received: Tue, 24 Nov 2015 19:16:25 GMT
3560	http://neurostars.org/p/3560/	 What are the best interface for doing multiple comparisons correction? I found this entry on how to do it in FSL, but I can't find the nipype interfaces to actually use it in my pipeline. Dalton 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_151366ac3f0:425b017:a527185a	first-story	Multiple Comparisons Correction	Mon, 23 Nov 2015 21:47:05 GMT	published:Mon, 23 Nov 2015 21:47:05 GMT -- Received: Mon, 23 Nov 2015 22:15:45 GMT
3555	http://neurostars.org/p/3555/	 Hi, In one of the forums (FSL-jiscmail), I've read that it is recommended NOT to pre-whiten the resting state fMRI data, as it can erase the low frequency component of the signal that is deemed important in the resting state studies. Here are two questions related to that 1. I am trying to understand (intuitively, but mathematical explanations very welcome) how removing auto-correlation in the er	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15126f5c0c0:14d13ec:48f117c4	first-story	Pre-whitening for Resting-State data	Fri, 20 Nov 2015 22:12:24 GMT	published:Fri, 20 Nov 2015 22:12:24 GMT -- Received: Fri, 20 Nov 2015 22:13:38 GMT
3551	http://neurostars.org/p/3551/	 Dear neurostars, I have a 4d nifti file and want to reorder the files so that the order is the same for all subjects. I have already the indices of the order I want on Python and was wondering if you could help me figure out the easiest way to accomplish this. Thanks 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1511ca7ea80:ee2fc55:1ba91209	first-story	sorting images from a 4d nifti file	Wed, 18 Nov 2015 19:22:11 GMT	published:Wed, 18 Nov 2015 19:22:11 GMT -- Received: Wed, 18 Nov 2015 22:12:25 GMT
3545	http://neurostars.org/p/3545/	 I would like to calculate a transformation matrix to register the mean of an EPI time series to a template brain. I understand that applying the transformation can be done via `antsApplyTransforms`. As for the registration, I am still not sure. Different sources recommend to use either `antsRegistration` (in nipype as `Registration`) or `antsintroduction.sh` (in nipype as `antsIntroduction`). Wha	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1511108eb46:ad8151b:1ba91209	first-story	ANTs registration command (and nipype binding)	Mon, 16 Nov 2015 15:15:32 GMT	published:Mon, 16 Nov 2015 15:15:32 GMT -- Received: Mon, 16 Nov 2015 16:02:55 GMT
3539	http://neurostars.org/p/3539/	 I want to split a 3D file into lots of 2D files (along z-axis). This can not be done using the interfaces.fsl.utils.Split(), which wraps fslsplit. Since FSL already have fslslice to do this, can you add support to this command in Nipype? 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150f68b7894:277fc3f:1ba91209	first-story	Could you add support for fslslice in Nipype?	Wed, 11 Nov 2015 12:11:36 GMT	published:Wed, 11 Nov 2015 12:11:36 GMT -- Received: Wed, 11 Nov 2015 12:35:46 GMT
3534	http://neurostars.org/p/3534/	 I have a 4d fMRI time series in NIfTI format. I would like to take the mean across the temporal dimension, and use that to skullstrip my entire time series. FSL's BET offers the -F option for this, however that simply takes the first image from the tme course and uses that as a template. I believe, however, that I would get better results if I took the mean image. Any idea how I can skullstrip ba	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150f49c0910:1d581d6:48f117c4	first-story	Skullstrip or mask NIfTI time series	Wed, 11 Nov 2015 01:06:41 GMT	published:Wed, 11 Nov 2015 01:06:41 GMT -- Received: Wed, 11 Nov 2015 03:34:38 GMT
3533	http://neurostars.org/p/3533/	I have a 4d NIfTI file which has the following header (as seen via fslhd): filename /mnt/data9/NIdata/ofM.dr/FSL_GLM_work/GLM/_measurement_id_20151103_144306_4008_1_1/BET/9_brain.nii.gz sizeof_hdr 348 data_type FLOAT32 dim0 4 dim1 64 dim2 32 dim3 14 dim4 1440 dim5 1 dim6 1 dim7 1 vox_units mm time_units s datatype 16 nbyper 4 bitpix 32 pixdim0 0.000000 pixdim1 3.125000 pixdim2 2.812500 pixdim3 5.0	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150f3f71ee1:19f0c8b:1ba91209	first-story	Specify slice dimension for nipy's FmriRealign4d	Wed, 11 Nov 2015 00:34:20 GMT	published:Wed, 11 Nov 2015 00:34:20 GMT -- Received: Wed, 11 Nov 2015 00:34:30 GMT
3528	http://neurostars.org/p/3528/	"I'm trying to modify a pipeline so that it can run multiple models on multiple subjects in parallel. I use a IdentityInterface to iterate over the models and subjects: modle_subj_source = pe.Node(interface=util.IdentityInterface(fields=['model_name', 'subject_id']), name=""modle_subj_source"") modle_subj_source.iterables = [('subject_id', PC.subject_list), ('model_name', PC.models_list)] And it runs"	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150eae9cef2:6a5181f:3534b282	first-story	FEAT error when using multiple models	Mon, 09 Nov 2015 05:50:36 GMT	published:Mon, 09 Nov 2015 05:50:36 GMT -- Received: Mon, 09 Nov 2015 06:23:22 GMT
3527	http://neurostars.org/p/3527/	 Get best quality razor blades delivered to your door steps. Best quality products from American companies at Teeth Monster. 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150eae9cef2:6a5181e:3534b282	first-story	Tool: Razor Blades Delivered	Mon, 09 Nov 2015 05:18:28 GMT	published:Mon, 09 Nov 2015 05:18:28 GMT -- Received: Mon, 09 Nov 2015 06:23:22 GMT
3526	http://neurostars.org/p/3526/	 Hello there, I am trying to figure out how to be able to pass a file folder as my input to the MRConvert Node that I have created to convert a Dicom folder into a T1.nii.gz. In the regular terminal all i have to do is mrconvert ''folder'' T1.nii.gz but for some reason I get the error Trait Error: The 'in_file' trait of a MRConvertInputSpec instance must be an existing file name, but a value of 'd	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150ea44eef3:677e745:3534b282	first-story	MRtrix MRConvert Dicom folder	Mon, 09 Nov 2015 01:57:37 GMT	published:Mon, 09 Nov 2015 01:57:37 GMT -- Received: Mon, 09 Nov 2015 03:23:17 GMT
3524	http://neurostars.org/p/3524/	 Hello, I am trying to run 3dfim+ to calculate a correlation map for a region of interest. I deobliqued the data (the functional and the ROI mask which was converted to the same functional space) with 3drefit -deoblique (because I was getting an error message about data being oblique). However the deobliqued functional image now doesn't have the time dimension and the 1D file I'm getting when extr	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150de08737c:30d3136:3534b282	first-story	Problem with 3dfim+: Incompatible dimensions for vector multiplication	Fri, 06 Nov 2015 15:37:37 GMT	published:Fri, 06 Nov 2015 15:37:37 GMT -- Received: Fri, 06 Nov 2015 18:21:47 GMT
3522	http://neurostars.org/p/3522/	Damien Fair’s Neuroimaging Lab is looking for a candidate with expertise in neuroimaging, particularly in the field of MRI. While the main focus of this position is in neuroimaging, candidates with experience in bioinformatics and software development are highly encouraged to apply. The position will support a large federally funded longitudinal study to assess the short- and long-term impact of s	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150d83c6bf3:fc64c3:a527185a	first-story	Job: OHSU Fair Neuroimaging Lab Research Associate	Thu, 05 Nov 2015 14:45:58 GMT	published:Thu, 05 Nov 2015 14:45:58 GMT -- Received: Thu, 05 Nov 2015 15:20:49 GMT
3520	http://neurostars.org/p/3520/	 I want to copy the header from one NIfTI file to another. As it stands I might want to do it a few times in the future as well. Is there any utility that can (help me) copy all the header and onyl the header from one NIfTI file to another? I know how to manually edit the header in nibabel, but copying everything field-by-field in a python script sounds like a rather roundabout way to go. Does nib	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150d5a90195:218e54:a527185a	first-story	Copy NIfTI header from one file to another	Thu, 05 Nov 2015 00:50:08 GMT	published:Thu, 05 Nov 2015 00:50:08 GMT -- Received: Thu, 05 Nov 2015 03:20:34 GMT
3518	http://neurostars.org/p/3518/	 Payday LV offers online payday loans in Nevada. Apply for Las Vegas payday loans and get fastest cash into your account. Hassle free payday loans without checking any account. 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150cdecfc0f:7acbab1:1ba91209	first-story	Job: Las Vegas Payday Loans	Tue, 03 Nov 2015 14:07:24 GMT	published:Tue, 03 Nov 2015 14:07:24 GMT -- Received: Tue, 03 Nov 2015 15:17:51 GMT
3516	http://neurostars.org/p/3516/	 Hi, I have been trying to configure nipype's identityinterface and the datagrabber/selectfiles node to pick up data from our database's specific structure. Specifically, I have to extract T1, T2 and DTI images for each of our subjects from the database. Roughly, the structure is as follows: base_directory/subj001/T1/scan_date1/*/*.dcm base_directory/subj001/T1/scan_date2/*/*.dcm base_directory/su	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150c96af56b:6264466:1ba91209	first-story	Setting up Nipype's IdentityInterface and SelectFiles node for database with multiple subjects and scans	Mon, 02 Nov 2015 16:10:07 GMT	published:Mon, 02 Nov 2015 16:10:07 GMT -- Received: Mon, 02 Nov 2015 18:17:21 GMT
3511	http://neurostars.org/p/3511/	At the Neuroimaging Research Laboratory ( www.neuro.polymtl.ca ) based at Ecole Polytechnique, Université de Montréal, we work to better understand the brain and the spinal cord using state-of-the-art imaging techniques, with many potential medical applications. We are developing advanced analysis methods to improve the quality of MRI data, as well as to extract meaningful clinical information. We	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150c4e8ca7b:47b3a2a:48f117c4	first-story	Job: Software engineer for open-source development in Montreal	Sun, 01 Nov 2015 19:03:17 GMT	published:Sun, 01 Nov 2015 19:03:17 GMT -- Received: Sun, 01 Nov 2015 21:16:41 GMT
3506	http://neurostars.org/p/3506/	 Hello, I am pretty new to fMRI data analysis and I have a problem with resampling my ROI masks to match subjects functional data. Functional data has a resolution of 3.4 x 3.4 x 3.4 voxels and additional has a fourth dimension. However, I created ROIs in 2mm MNI standard space. When I try to use AFNI’s maskave my script throws the error about not matching dimensions. i tried to use fsl 3dresample	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150be781230:2ce9302:48f117c4	first-story	Resampling ROI from MNI space to subject's functional space problem	Sat, 31 Oct 2015 13:41:17 GMT	published:Sat, 31 Oct 2015 13:41:17 GMT -- Received: Sat, 31 Oct 2015 15:15:51 GMT
3502	http://neurostars.org/p/3502/	 Hi everyone, do you know of a good way to smooth fMRI data on a surface in pure python? I have the fMRI data (vertices x timepoints) as well as the vertex coordinates and faces as numpy arrays. With the gdist library from the virtual brain project (https://github.com/the-virtual-brain/tvb-geodesic) it is easy to find all vertices in a certain radius from a given vertex, along with their exact dis	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150b9f60b25:19e9a43:1ba91209	first-story	Surface smoothing in python	Fri, 30 Oct 2015 15:56:03 GMT	published:Fri, 30 Oct 2015 15:56:03 GMT -- Received: Fri, 30 Oct 2015 18:15:21 GMT
3498	http://neurostars.org/p/3498/	The Center for Health Sciences at SRI International has an opening for a Biomedical Data Engineer. The successful candidate will work as a collaborative team member supporting SRI and Stanford scientists to push forward our vision of open and reproducible neuroscience research. This person will manage data and implement enhancements to a biomedical data repository and analysis platform that levera	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150b04cf9b7:d1a9604:48f117c4	first-story	Job: Biomedical Data Engineer	Wed, 28 Oct 2015 19:44:12 GMT	published:Wed, 28 Oct 2015 19:44:12 GMT -- Received: Wed, 28 Oct 2015 21:14:06 GMT
3492	http://neurostars.org/p/3492/	 After using the FSL cluster tool I wanted to write stdout to a file for easy access to GRF-corrected p-values and cluster sizes, and I couldn’t find anything in the documents that would do the job. I basically copied the code below from the FSL smoothest tool and added it to the cluster class definition in my local copy of /nipype/interfaces/fsl/model.py, and it seems to work. Maybe this (or some	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150ab2604f7:b620bae:3534b282	first-story	Write stdout to file for FSL cluster	Tue, 27 Oct 2015 19:38:26 GMT	published:Tue, 27 Oct 2015 19:38:26 GMT -- Received: Tue, 27 Oct 2015 21:13:27 GMT
3491	http://neurostars.org/p/3491/	Hello, I am pretty new to Nipype and I hope you can help me. I have been fighting with DataGrabber for a while producing different variants of the script, yet none of them works properly. What I want to do is to grab just one subject file (possible that later I will run this script on a list of subjects, but for now it's just one) and run some analysis on them. Here's how I do it (first version): 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_150aa807e2d:b22a134:3534b282	first-story	Nipype: Problem with DataGrabber	Tue, 27 Oct 2015 16:13:00 GMT	published:Tue, 27 Oct 2015 16:13:00 GMT -- Received: Tue, 27 Oct 2015 18:12:39 GMT
